age,education,education-num,marital-status,occupation,race,sex,hours-per-week,native-country,income
35,Assoc-voc,11,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
31,Masters,14,Divorced,Exec-managerial,White,Female,40,United-States,<=50K
64,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Black,Female,40,United-States,<=50K
38,Masters,14,Married-civ-spouse,Prof-specialty,White,Female,20,United-States,>50K
42,Masters,14,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
46,11th,7,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K
37,HS-grad,9,Never-married,Adm-clerical,White,Male,40,United-States,<=50K
30,Bachelors,13,Never-married,Prof-specialty,Asian-Pac-Islander,Male,40,United-States,<=50K
33,HS-grad,9,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,<=50K
52,Bachelors,13,Married-civ-spouse,Prof-specialty,Black,Male,40,United-States,<=50K
21,HS-grad,9,Never-married,Adm-clerical,Black,Female,60,United-States,<=50K
48,HS-grad,9,Divorced,Other-service,White,Male,40,United-States,<=50K
22,12th,8,Married-civ-spouse,Machine-op-inspct,White,Male,60,United-States,<=50K
20,HS-grad,9,Never-married,Machine-op-inspct,White,Male,60,United-States,<=50K
80,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
47,Assoc-acdm,12,Separated,Adm-clerical,Black,Female,40,United-States,<=50K
35,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,65,United-States,>50K
37,HS-grad,9,Married-civ-spouse,Sales,White,Male,45,United-States,>50K
73,HS-grad,9,Widowed,Adm-clerical,White,Female,20,United-States,<=50K
45,HS-grad,9,Never-married,Other-service,White,Female,30,United-States,<=50K
34,HS-grad,9,Married-civ-spouse,Farming-fishing,Amer-Indian-Eskimo,Male,63,United-States,<=50K
35,HS-grad,9,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,<=50K
41,Masters,14,Married-civ-spouse,Prof-specialty,White,Female,40,United-States,>50K
36,HS-grad,9,Married-civ-spouse,Craft-repair,Black,Male,40,Dominican-Republic,<=50K
40,Some-college,10,Married-civ-spouse,Handlers-cleaners,White,Male,40,United-States,>50K
26,Bachelors,13,Never-married,?,White,Male,40,United-States,<=50K
27,HS-grad,9,Married-civ-spouse,Sales,White,Male,50,United-States,<=50K
52,HS-grad,9,Married-civ-spouse,Transport-moving,Black,Male,40,Haiti,>50K
45,Masters,14,Divorced,Prof-specialty,White,Female,55,United-States,<=50K
39,HS-grad,9,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,<=50K
30,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K
38,Some-college,10,Married-civ-spouse,Sales,White,Male,60,United-States,>50K
43,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
20,Some-college,10,Never-married,Sales,White,Male,20,United-States,<=50K
38,Doctorate,16,Married-spouse-absent,Prof-specialty,Asian-Pac-Islander,Male,60,China,>50K
30,11th,7,Never-married,Handlers-cleaners,Amer-Indian-Eskimo,Male,40,United-States,<=50K
30,Assoc-voc,11,Never-married,Adm-clerical,White,Male,40,United-States,<=50K
59,HS-grad,9,Widowed,Craft-repair,White,Male,24,United-States,<=50K
30,Some-college,10,Divorced,Exec-managerial,Black,Male,40,United-States,<=50K
43,Bachelors,13,Married-spouse-absent,Sales,White,Female,42,United-States,<=50K
49,Assoc-voc,11,Never-married,Adm-clerical,White,Female,60,United-States,<=50K
40,Prof-school,15,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Female,40,China,<=50K
34,11th,7,Married-civ-spouse,Other-service,White,Female,23,United-States,<=50K
47,HS-grad,9,Divorced,Farming-fishing,White,Male,40,United-States,<=50K
57,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K
64,Masters,14,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
35,HS-grad,9,Never-married,Handlers-cleaners,White,Male,30,United-States,<=50K
39,Some-college,10,Married-civ-spouse,Sales,White,Male,45,United-States,>50K
90,10th,6,Divorced,?,White,Female,7,United-States,<=50K
30,HS-grad,9,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,<=50K
71,7th-8th,4,Married-civ-spouse,Transport-moving,White,Male,40,United-States,>50K
29,Bachelors,13,Never-married,Craft-repair,White,Male,40,United-States,<=50K
40,10th,6,Married-civ-spouse,Craft-repair,White,Male,50,United-States,>50K
39,Some-college,10,Married-civ-spouse,Sales,White,Male,40,United-States,<=50K
53,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
50,Bachelors,13,Married-civ-spouse,Sales,White,Male,60,United-States,<=50K
50,Some-college,10,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,<=50K
28,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Male,40,Japan,<=50K
79,10th,6,Married-civ-spouse,?,White,Male,20,United-States,<=50K
70,Bachelors,13,Widowed,Farming-fishing,White,Female,6,United-States,<=50K
44,Some-college,10,Married-civ-spouse,Craft-repair,Black,Male,40,United-States,<=50K
41,HS-grad,9,Married-civ-spouse,Protective-serv,White,Male,40,United-States,<=50K
27,Some-college,10,Never-married,Adm-clerical,White,Female,40,United-States,<=50K
19,HS-grad,9,Never-married,Other-service,White,Male,30,United-States,<=50K
18,11th,7,Never-married,Sales,White,Female,25,United-States,<=50K
37,Masters,14,Never-married,Exec-managerial,Black,Male,50,?,>50K
20,Some-college,10,Never-married,Sales,Black,Female,15,United-States,<=50K
33,Some-college,10,Married-spouse-absent,Sales,Amer-Indian-Eskimo,Male,40,United-States,<=50K
53,Assoc-acdm,12,Married-civ-spouse,Transport-moving,White,Male,45,United-States,>50K
56,HS-grad,9,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,<=50K
18,HS-grad,9,Never-married,Sales,Asian-Pac-Islander,Female,20,United-States,<=50K
54,Masters,14,Never-married,Prof-specialty,White,Female,37,United-States,<=50K
40,7th-8th,4,Never-married,Other-service,White,Male,20,United-States,<=50K
45,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Amer-Indian-Eskimo,Male,40,United-States,<=50K
27,HS-grad,9,Never-married,Adm-clerical,White,Female,40,United-States,<=50K
48,Some-college,10,Divorced,Exec-managerial,White,Female,40,United-States,<=50K
35,HS-grad,9,Married-civ-spouse,Sales,White,Male,55,United-States,>50K
27,Some-college,10,Never-married,Machine-op-inspct,White,Male,48,United-States,<=50K
72,Bachelors,13,Married-civ-spouse,?,White,Male,20,United-States,>50K
27,HS-grad,9,Married-civ-spouse,Sales,White,Female,45,United-States,<=50K
22,Some-college,10,Never-married,Farming-fishing,White,Male,10,United-States,<=50K
29,Assoc-voc,11,Never-married,Adm-clerical,White,Female,40,United-States,<=50K
34,Bachelors,13,Divorced,?,White,Female,40,United-States,<=50K
51,HS-grad,9,Married-civ-spouse,Farming-fishing,White,Male,84,United-States,<=50K
54,Assoc-acdm,12,Separated,?,Black,Female,20,United-States,<=50K
25,Bachelors,13,Never-married,Sales,White,Female,40,United-States,<=50K
35,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
36,Doctorate,16,Never-married,Prof-specialty,White,Female,40,United-States,<=50K
57,HS-grad,9,Widowed,Tech-support,Black,Female,54,United-States,<=50K
28,Some-college,10,Married-civ-spouse,Sales,White,Male,40,United-States,<=50K
34,Some-college,10,Never-married,Adm-clerical,White,Female,42,United-States,<=50K
58,HS-grad,9,Widowed,Tech-support,White,Female,38,United-States,<=50K
37,Masters,14,Married-civ-spouse,Exec-managerial,White,Male,55,United-States,>50K
61,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
48,Bachelors,13,Married-civ-spouse,Sales,White,Male,25,United-States,>50K
64,11th,7,Married-civ-spouse,Transport-moving,White,Male,15,United-States,<=50K
50,10th,6,Married-civ-spouse,Farming-fishing,White,Male,45,United-States,<=50K
34,HS-grad,9,Never-married,Handlers-cleaners,White,Male,40,Germany,<=50K
21,Some-college,10,Never-married,?,White,Male,80,United-States,<=50K
59,HS-grad,9,Widowed,Other-service,Black,Female,20,United-States,<=50K
75,Some-college,10,Widowed,Adm-clerical,White,Female,10,United-States,<=50K
30,Bachelors,13,Married-civ-spouse,Adm-clerical,White,Female,40,United-States,<=50K
26,Assoc-voc,11,Married-civ-spouse,Transport-moving,White,Male,40,United-States,<=50K
20,HS-grad,9,Never-married,Sales,Black,Female,20,United-States,<=50K
53,Some-college,10,Separated,Adm-clerical,Black,Female,40,United-States,<=50K
48,Masters,14,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
33,HS-grad,9,Never-married,Craft-repair,White,Male,40,United-States,<=50K
47,Some-college,10,Divorced,Craft-repair,White,Male,40,United-States,<=50K
51,Bachelors,13,Divorced,Exec-managerial,White,Female,50,United-States,<=50K
54,HS-grad,9,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,<=50K
51,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,55,United-States,>50K
47,Bachelors,13,Divorced,Adm-clerical,White,Female,35,United-States,<=50K
34,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,>50K
31,HS-grad,9,Divorced,Tech-support,White,Male,60,United-States,<=50K
42,Some-college,10,Married-civ-spouse,Sales,White,Male,90,United-States,>50K
24,Some-college,10,Never-married,Adm-clerical,Black,Female,40,United-States,<=50K
18,Some-college,10,Never-married,?,White,Male,40,United-States,<=50K
79,7th-8th,4,Widowed,Other-service,Black,Male,5,United-States,<=50K
38,HS-grad,9,Married-civ-spouse,Sales,Black,Female,40,United-States,<=50K
67,HS-grad,9,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
25,Some-college,10,Never-married,Machine-op-inspct,White,Female,40,United-States,<=50K
47,Bachelors,13,Married-civ-spouse,Machine-op-inspct,White,Male,40,Peru,<=50K
25,HS-grad,9,Married-civ-spouse,Prof-specialty,White,Female,20,?,<=50K
24,9th,5,Never-married,?,White,Female,30,United-States,<=50K
24,Some-college,10,Married-civ-spouse,?,White,Female,30,United-States,<=50K
47,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Female,40,United-States,>50K
46,HS-grad,9,Divorced,Exec-managerial,White,Female,40,United-States,<=50K
26,HS-grad,9,Married-civ-spouse,Sales,White,Male,38,United-States,<=50K
32,HS-grad,9,Never-married,Machine-op-inspct,White,Male,40,Japan,<=50K
26,Prof-school,15,Never-married,Prof-specialty,Asian-Pac-Islander,Female,20,South,<=50K
52,Assoc-voc,11,Divorced,Adm-clerical,White,Female,36,United-States,<=50K
61,HS-grad,9,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,<=50K
46,Assoc-voc,11,Divorced,Tech-support,White,Female,40,United-States,<=50K
41,Some-college,10,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,<=50K
48,HS-grad,9,Married-civ-spouse,Sales,White,Male,60,United-States,<=50K
41,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,>50K
47,Assoc-voc,11,Married-civ-spouse,Transport-moving,White,Male,40,United-States,<=50K
33,HS-grad,9,Married-civ-spouse,Transport-moving,White,Male,40,Columbia,<=50K
22,Some-college,10,Never-married,Sales,White,Male,10,United-States,<=50K
57,Masters,14,Married-civ-spouse,Sales,White,Male,50,United-States,>50K
20,Some-college,10,Never-married,Sales,White,Female,30,United-States,<=50K
64,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K
36,Bachelors,13,Married-civ-spouse,Craft-repair,White,Male,45,United-States,<=50K
18,12th,8,Never-married,?,White,Female,40,United-States,<=50K
40,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K
28,HS-grad,9,Divorced,?,White,Female,55,United-States,<=50K
40,HS-grad,9,Married-civ-spouse,Sales,White,Male,40,United-States,<=50K
31,HS-grad,9,Never-married,Other-service,White,Male,42,United-States,<=50K
32,Bachelors,13,Married-civ-spouse,Farming-fishing,White,Male,70,United-States,<=50K
42,5th-6th,3,Separated,Handlers-cleaners,White,Female,40,United-States,<=50K
22,Some-college,10,Never-married,?,White,Male,40,United-States,<=50K
25,Some-college,10,Never-married,Adm-clerical,White,Male,40,United-States,<=50K
27,Some-college,10,Never-married,Adm-clerical,Black,Female,40,United-States,<=50K
21,Some-college,10,Never-married,?,White,Female,20,United-States,<=50K
47,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
56,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K
31,Some-college,10,Divorced,Other-service,White,Female,35,United-States,<=50K
29,Bachelors,13,Never-married,Sales,White,Female,50,United-States,>50K
17,10th,6,Never-married,Other-service,White,Male,40,United-States,<=50K
38,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Asian-Pac-Islander,Male,40,Vietnam,<=50K
31,11th,7,Married-civ-spouse,Transport-moving,White,Male,40,United-States,>50K
23,HS-grad,9,Married-civ-spouse,Sales,White,Female,40,United-States,<=50K
24,Bachelors,13,Never-married,Other-service,White,Female,30,United-States,<=50K
25,HS-grad,9,Married-spouse-absent,Transport-moving,White,Male,55,United-States,<=50K
64,Bachelors,13,Married-civ-spouse,?,White,Male,3,United-States,<=50K
44,Some-college,10,Married-civ-spouse,Adm-clerical,White,Female,38,United-States,<=50K
48,Some-college,10,Divorced,Exec-managerial,White,Female,60,United-States,<=50K
35,11th,7,Never-married,Craft-repair,White,Male,40,United-States,<=50K
35,Bachelors,13,Married-civ-spouse,Other-service,White,Male,40,United-States,<=50K
38,Masters,14,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,40,China,<=50K
68,Some-college,10,Married-civ-spouse,Adm-clerical,White,Male,10,United-States,<=50K
59,HS-grad,9,Divorced,Other-service,Black,Female,35,Jamaica,<=50K
43,Bachelors,13,Divorced,Prof-specialty,White,Female,50,United-States,<=50K
28,Some-college,10,Never-married,Sales,Black,Male,40,United-States,<=50K
50,Bachelors,13,Divorced,Exec-managerial,White,Male,50,United-States,<=50K
45,HS-grad,9,Never-married,Other-service,White,Female,40,El-Salvador,<=50K
17,11th,7,Never-married,Sales,White,Female,16,United-States,<=50K
44,Masters,14,Never-married,Prof-specialty,White,Male,33,United-States,>50K
26,Some-college,10,Never-married,Adm-clerical,White,Female,40,United-States,<=50K
27,Some-college,10,Never-married,Sales,White,Male,49,United-States,<=50K
40,Some-college,10,Married-civ-spouse,Adm-clerical,White,Male,35,United-States,>50K
45,Masters,14,Married-civ-spouse,Prof-specialty,White,Male,43,United-States,<=50K
43,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
28,Some-college,10,Never-married,Farming-fishing,White,Male,40,Peru,<=50K
54,Some-college,10,Never-married,Other-service,White,Female,40,United-States,<=50K
43,Bachelors,13,Divorced,Exec-managerial,Black,Female,45,United-States,>50K
40,Bachelors,13,Married-civ-spouse,Tech-support,Other,Male,40,France,>50K
19,Some-college,10,Never-married,Sales,White,Female,18,United-States,<=50K
24,Some-college,10,Never-married,Farming-fishing,White,Male,45,United-States,<=50K
20,HS-grad,9,Never-married,Machine-op-inspct,White,Male,50,United-States,<=50K
55,HS-grad,9,Never-married,Exec-managerial,White,Male,54,United-States,<=50K
39,12th,8,Married-civ-spouse,Craft-repair,White,Male,45,United-States,<=50K
22,Assoc-acdm,12,Never-married,Adm-clerical,Asian-Pac-Islander,Female,30,Philippines,<=50K
44,Assoc-voc,11,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
30,Some-college,10,Never-married,Adm-clerical,White,Female,40,United-States,<=50K
74,HS-grad,9,Widowed,Sales,White,Female,26,United-States,<=50K
30,Some-college,10,Divorced,Craft-repair,White,Male,40,United-States,<=50K
31,Some-college,10,Divorced,Exec-managerial,White,Female,40,Dominican-Republic,<=50K
56,HS-grad,9,Divorced,?,Black,Female,40,United-States,<=50K
59,HS-grad,9,Divorced,Craft-repair,White,Female,40,United-States,<=50K
24,Bachelors,13,Never-married,Adm-clerical,White,Female,40,United-States,<=50K
21,5th-6th,3,Never-married,Farming-fishing,White,Male,36,Mexico,<=50K
51,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,48,United-States,>50K
20,Some-college,10,Never-married,?,White,Female,30,United-States,<=50K
33,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K
51,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,White,Female,30,Canada,>50K
20,Some-college,10,Never-married,Sales,White,Female,15,United-States,<=50K
59,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K
31,Bachelors,13,Never-married,Prof-specialty,White,Female,30,United-States,<=50K
39,Some-college,10,Separated,Craft-repair,White,Male,45,United-States,<=50K
31,Some-college,10,Never-married,Prof-specialty,White,Male,40,United-States,<=50K
46,HS-grad,9,Separated,?,White,Female,36,United-States,<=50K
23,Some-college,10,Never-married,?,White,Female,15,United-States,<=50K
57,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
67,Doctorate,16,Married-civ-spouse,?,White,Male,40,United-States,<=50K
35,1st-4th,2,Married-civ-spouse,Exec-managerial,White,Male,65,Mexico,<=50K
40,Doctorate,16,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,40,Taiwan,>50K
17,11th,7,Never-married,Other-service,White,Male,20,United-States,<=50K
34,Bachelors,13,Never-married,Prof-specialty,White,Male,40,United-States,<=50K
33,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,50,United-States,>50K
47,Bachelors,13,Divorced,Exec-managerial,White,Female,5,United-States,<=50K
49,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,46,United-States,>50K
24,Bachelors,13,Married-spouse-absent,Adm-clerical,Black,Female,20,United-States,<=50K
28,Some-college,10,Never-married,Tech-support,White,Female,40,United-States,<=50K
